Rxn name	Formula	Gene-reaction association	LB	UB	Objective
CYANST	cyan[c] + tsul[c]  -> h[c] + so3[c] + tcynt[c] 	(b3425)	  0.00	1000.00	  0.00
CYNTAH	cynt[c] + 3 h[c] + hco3[c]  -> 2 co2[c] + nh4[c] 	(b0340)	  0.00	1000.00	  0.00
CYNTt2	cynt[e] + h[e]  -> cynt[c] + h[c] 	(b0341)	  0.00	1000.00	  0.00
CYSDS	cys_DASH_L[c] + h2o[c]  -> h2s[c] + nh4[c] + pyr[c] 	(b3708)	  0.00	1000.00	  0.00
CYSS	acser[c] + h2s[c]  -> ac[c] + cys_DASH_L[c] + h[c] 	((b2414) or (b2421))	  0.00	1000.00	  0.00
CYSTL	cyst_DASH_L[c] + h2o[c]  -> hcys_DASH_L[c] + nh4[c] + pyr[c] 	((b3008) or (b1622))	  0.00	1000.00	  0.00
CYSabc	atp[c] + cys_DASH_L[e] + h2o[c]  -> adp[c] + cys_DASH_L[c] + h[c] + pi[c] 		  0.00	1000.00	  0.00
CYTBD	2 h[c] + 0.5 o2[c] + q8h2[c]  -> h2o[c] + 2 h[e] + q8[c] 	((b0733) and (b0734))	  0.00	1000.00	  0.00
CYTBO3	2.5 h[c] + 0.5 o2[c] + q8h2[c]  -> h2o[c] + 2.5 h[e] + q8[c] 	((b0432) and (b0431) and (b0429) and (b0430))	  0.00	1000.00	  0.00
CYTD	cytd[c] + h2o[c] + h[c]  -> nh4[c] + uri[c] 	(b2143)	  0.00	1000.00	  0.00
CYTDK2	cytd[c] + gtp[c]  -> cmp[c] + gdp[c] + h[c] 	(b2066)	  0.00	1000.00	  0.00
CYTDt2	cytd[e] + h[e]  -> cytd[c] + h[c] 	((b2964) or (b2393))	  0.00	1000.00	  0.00
CYTDt2r	cytd[e] + h[e]  <=> cytd[c] + h[c] 	(b2406)	-1000.00	1000.00	  0.00
CYTK1	atp[c] + cmp[c]  <=> adp[c] + cdp[c] 	(b0910)	-1000.00	1000.00	  0.00
CYTK2	atp[c] + dcmp[c]  <=> adp[c] + dcdp[c] 	(b0910)	-1000.00	1000.00	  0.00
DAAD	ala_DASH_D[c] + fad[c] + h2o[c]  -> fadh2[c] + nh4[c] + pyr[c] 	(b1189)	  0.00	1000.00	  0.00
DADA	dad_DASH_2[c] + h2o[c] + h[c]  -> din[c] + nh4[c] 	(b1623)	  0.00	1000.00	  0.00
DADK	atp[c] + damp[c]  <=> adp[c] + dadp[c] 	(b0474)	-1000.00	1000.00	  0.00
DADNt2	dad_DASH_2[e] + h[e]  -> dad_DASH_2[c] + h[c] 	((b2964) or (b2393))	  0.00	1000.00	  0.00
DAGK_EC	0.02 12dgr_EC[c] + atp[c]  -> adp[c] + h[c] + 0.02 pa_EC[c] 	(b4042)	  0.00	1000.00	  0.00
DALAt2r	ala_DASH_D[e] + h[e]  <=> ala_DASH_D[c] + h[c] 	(b4208)	-1000.00	1000.00	  0.00
DAPDC	26dap_DASH_M[c] + h[c]  -> co2[c] + lys_DASH_L[c] 	(b2838)	  0.00	1000.00	  0.00
DAPE	26dap_DASH_LL[c]  <=> 26dap_DASH_M[c] 	(b3809)	-1000.00	1000.00	  0.00
DAPabc	26dap_DASH_M[e] + atp[c] + h2o[c]  -> 26dap_DASH_M[c] + adp[c] + h[c] + pi[c] 		  0.00	1000.00	  0.00
DASYN_EC	ctp[c] + h[c] + 0.02 pa_EC[c]  <=> 0.02 cdpdag_EC[c] + ppi[c] 	(b0175)	-1000.00	1000.00	  0.00
DB4PS	ru5p_DASH_D[c]  -> db4p[c] + for[c] + h[c] 	(b3041)	  0.00	1000.00	  0.00
DBTSr	atp[c] + co2[c] + dann[c]  <=> adp[c] + dtbt[c] + 3 h[c] + pi[c] 	(b0778)	-1000.00	1000.00	  0.00
DCTPD	dctp[c] + h2o[c] + h[c]  -> dutp[c] + nh4[c] 	(b2065)	  0.00	1000.00	  0.00
DCYTD	dcyt[c] + h2o[c] + h[c]  -> duri[c] + nh4[c] 	(b2143)	  0.00	1000.00	  0.00
DCYTt2	dcyt[e] + h[e]  -> dcyt[c] + h[c] 	((b2964) or (b2393))	  0.00	1000.00	  0.00
DDGALK	2dh3dgal[c] + atp[c]  -> 2dh3dgal6p[c] + adp[c] + h[c] 	(b3693)	  0.00	1000.00	  0.00
DDGLCNt2r	2ddglcn[e] + h[e]  <=> 2ddglcn[c] + h[c] 	(b3909)	-1000.00	1000.00	  0.00
DDGLK	2ddglcn[c] + atp[c]  -> 2ddg6p[c] + adp[c] + h[c] 	(b3526)	  0.00	1000.00	  0.00
DDPA	e4p[c] + h2o[c] + pep[c]  -> 2dda7p[c] + pi[c] 	((b2601) or (b1704) or (b0754))	  0.00	1000.00	  0.00
DDPGALA	2dh3dgal6p[c]  <=> g3p[c] + pyr[c] 	(b3692)	-1000.00	1000.00	  0.00
DGK1	atp[c] + dgmp[c]  <=> adp[c] + dgdp[c] 	(b3648)	-1000.00	1000.00	  0.00
DGSNt2	dgsn[e] + h[e]  -> dgsn[c] + h[c] 	(b2964)	  0.00	1000.00	  0.00
DHAD1	23dhmb[c]  -> 3mob[c] + h2o[c] 	(b3771)	  0.00	1000.00	  0.00
DHAD2	23dhmp[c]  -> 3mop[c] + h2o[c] 	(b3771)	  0.00	1000.00	  0.00
DHAPT	dha[c] + pep[c]  -> dhap[c] + pyr[c] 	((b2415) and (b1200) and (b1199) and (b2416) and (b1198))	  0.00	1000.00	  0.00
DHAt	dha[e]  <=> dha[c] 		-1000.00	1000.00	  0.00
DHBD	23ddhb[c] + nad[c]  <=> 23dhb[c] + h[c] + nadh[c] 	(b0596)	-1000.00	1000.00	  0.00
DHBSr	23dhb[c] + atp[c]  <=> 23dhba[c] + ppi[c] 	(b0594)	-1000.00	1000.00	  0.00
DHCIND	cenchddd[c] + nad[c]  -> dhcinnm[c] + h[c] + nadh[c] 	(b2541)	  0.00	1000.00	  0.00
DHCINDO	dhcinnm[c] + o2[c]  -> hkntd[c] 	(b0348)	  0.00	1000.00	  0.00
DHDPRy	23dhdp[c] + h[c] + nadph[c]  -> nadp[c] + thdp[c] 	(b0031)	  0.00	1000.00	  0.00
DHDPS	aspsa[c] + pyr[c]  -> 23dhdp[c] + 2 h2o[c] + h[c] 	(b2478)	  0.00	1000.00	  0.00
DHFR	dhf[c] + h[c] + nadph[c]  <=> nadp[c] + thf[c] 	(b0048)	-1000.00	1000.00	  0.00
DHFS	atp[c] + dhpt[c] + glu_DASH_L[c]  -> adp[c] + dhf[c] + pi[c] 	(b2315)	  0.00	1000.00	  0.00
DHNAOT	dhna[c] + octdp[c]  -> 2dmmq8[c] + co2[c] + h[c] + ppi[c] 	(b3930)	  0.00	1000.00	  0.00
DHNPA2	dhnpt[c]  -> 6hmhpt[c] + gcald[c] 	(b3058)	  0.00	1000.00	  0.00
DHORD2	dhor_DASH_S[c] + q8[c]  -> orot[c] + q8h2[c] 	(b0945)	  0.00	1000.00	  0.00
DHORD5	dhor_DASH_S[c] + mqn8[c]  -> mql8[c] + orot[c] 	(b0945)	  0.00	1000.00	  0.00
DHORTS	dhor_DASH_S[c] + h2o[c]  <=> cbasp[c] + h[c] 	(b1062)	-1000.00	1000.00	  0.00
DHPPD	cechddd[c] + nad[c]  -> dhpppn[c] + h[c] + nadh[c] 	(b2541)	  0.00	1000.00	  0.00
DHPPDA2	25drapp[c] + h2o[c] + h[c]  -> 5apru[c] + nh4[c] 	(b0414)	  0.00	1000.00	  0.00
DHPS2	4abz[c] + 6hmhptpp[c]  -> dhpt[c] + h[c] + ppi[c] 	(b3177)	  0.00	1000.00	  0.00
DHPTDCs	dhptd[c]  -> h2o[c] + hmfurn[c] 		  0.00	1000.00	  0.00
DHQD	3dhq[c]  <=> 3dhsk[c] + h2o[c] 	(b1693)	-1000.00	1000.00	  0.00
DHQS	2dda7p[c]  -> 3dhq[c] + pi[c] 	(b3389)	  0.00	1000.00	  0.00
DINSt2	din[e] + h[e]  -> din[c] + h[c] 	(b2964)	  0.00	1000.00	  0.00
DKGLCNR1	25dkglcn[c] + h[c] + nadph[c]  -> 2dhguln[c] + nadp[c] 	((b0207) or (b3012))	  0.00	1000.00	  0.00
DKGLCNR2x	25dkglcn[c] + h[c] + nadh[c]  -> 5dglcn[c] + nad[c] 	(b3553)	  0.00	1000.00	  0.00
DKGLCNR2y	25dkglcn[c] + h[c] + nadph[c]  -> 5dglcn[c] + nadp[c] 	(b3553)	  0.00	1000.00	  0.00
DKMPPD	dkmpp[c] + h2o[c] + o2[c]  -> 2kmb[c] + for[c] + 2 h[c] + pi[c] 		  0.00	1000.00	  0.00
DKMPPD2	dkmpp[c] + 3 h2o[c]  -> 2kmb[c] + for[c] + 6 h[c] + pi[c] 		  0.00	1000.00	  0.00
DMATT	dmpp[c] + ipdp[c]  -> grdp[c] + ppi[c] 	(b0421)	  0.00	1000.00	  0.00
DMPPS	h2mb4p[c] + h[c] + nadh[c]  -> dmpp[c] + h2o[c] + nad[c] 	(b0029)	  0.00	1000.00	  0.00
DMQMT	2omhmbl[c] + amet[c]  -> ahcys[c] + h[c] + q8h2[c] 	(b2232)	  0.00	1000.00	  0.00
DMSOR1	dmso[c] + mql8[c]  -> dms[c] + h2o[c] + mqn8[c] 	((b0894) and (b0896) and (b0895))	  0.00	1000.00	  0.00
DMSOR1e	dmso[e] + mql8[c]  -> dms[e] + h2o[e] + mqn8[c] 	((b1873) and (b1872))	  0.00	1000.00	  0.00
DMSOR2	2dmmql8[c] + dmso[c]  -> 2dmmq8[c] + dms[c] + h2o[c] 	((b0894) and (b0896) and (b0895))	  0.00	1000.00	  0.00
DMSOR2e	2dmmql8[c] + dmso[e]  -> 2dmmq8[c] + dms[e] + h2o[e] 	((b1873) and (b1872))	  0.00	1000.00	  0.00
DNMPPA	dhpmp[c] + h2o[c]  -> dhnpt[c] + pi[c] 		  0.00	1000.00	  0.00
DNTPPA	ahdt[c] + h2o[c]  -> dhpmp[c] + h[c] + ppi[c] 	((b0099) or (b1865))	  0.00	1000.00	  0.00
DOGULNR	23doguln[c] + h[c] + nadh[c]  -> 3dhguln[c] + nad[c] 	(b3575)	  0.00	1000.00	  0.00
DPCOAK	atp[c] + dpcoa[c]  -> adp[c] + coa[c] + h[c] 		  0.00	1000.00	  0.00
DPR	2dhp[c] + h[c] + nadph[c]  -> nadp[c] + pant_DASH_R[c] 	((b0425) or (b3774))	  0.00	1000.00	  0.00
DRPA	2dr5p[c]  -> acald[c] + g3p[c] 	(b4381)	  0.00	1000.00	  0.00
DSERt2r	h[e] + ser_DASH_D[e]  <=> h[c] + ser_DASH_D[c] 	(b4208)	-1000.00	1000.00	  0.00
DTMPK	atp[c] + dtmp[c]  <=> adp[c] + dtdp[c] 	(b1098)	-1000.00	1000.00	  0.00
DURIK1	atp[c] + duri[c]  -> adp[c] + dump[c] + h[c] 	(b1238)	  0.00	1000.00	  0.00
DURIPP	duri[c] + pi[c]  <=> 2dr1p[c] + ura[c] 	((b4382) or (b4384))	-1000.00	1000.00	  0.00
DURIt2	duri[e] + h[e]  -> duri[c] + h[c] 	((b2964) or (b2393))	  0.00	1000.00	  0.00
DUTPDP	dutp[c] + h2o[c]  -> dump[c] + h[c] + ppi[c] 	(b3640)	  0.00	1000.00	  0.00
DXPRIi	dxyl5p[c] + h[c] + nadph[c]  -> 2me4p[c] + nadp[c] 	(b0173)	  0.00	1000.00	  0.00
DXPS	g3p[c] + h[c] + pyr[c]  -> co2[c] + dxyl5p[c] 	(b0420)	  0.00	1000.00	  0.00
DXYLK	atp[c] + dxyl[c]  -> adp[c] + dxyl5p[c] + h[c] 	(b3564)	  0.00	1000.00	  0.00
D_DASH_LACt2	h[e] + lac_DASH_D[e]  <=> h[c] + lac_DASH_D[c] 	((b2975) or (b3603))	-1000.00	1000.00	  0.00
E4PD	e4p[c] + h2o[c] + nad[c]  <=> 4per[c] + 2 h[c] + nadh[c] 	(b2927)	-1000.00	1000.00	  0.00
ECAP_EC	unagamuf[c]  -> eca_EC[c] + h[c] + udcpdp[c] 		  0.00	1000.00	  0.00
EDA	2ddg6p[c]  -> g3p[c] + pyr[c] 	(b1850)	  0.00	1000.00	  0.00
EDD	6pgc[c]  -> 2ddg6p[c] + h2o[c] 	(b1851)	  0.00	1000.00	  0.00
EDTXS1	ddcaACP[c] + kdo2lipid4[c]  -> ACP[c] + kdo2lipid4L[c] 	(b1054)	  0.00	1000.00	  0.00
EDTXS2	kdo2lipid4L[c] + myrsACP[c]  -> ACP[c] + lipa[c] 	(b1855)	  0.00	1000.00	  0.00
EDTXS3	hdeACP[c] + kdo2lipid4[c]  -> ACP[c] + kdo2lipid4p[c] 	(b2378)	  0.00	1000.00	  0.00
EDTXS4	kdo2lipid4p[c] + myrsACP[c]  -> ACP[c] + lipa_cold[c] 	(b1855)	  0.00	1000.00	  0.00
ENO	2pg[c]  <=> h2o[c] + pep[c] 	(b2779)	-1000.00	1000.00	  0.00
ENTCS	3 23dhba[c] + 3 seramp[c]  -> 6 amp[c] + enter[c] + 6 h[c] 	(b0583)	  0.00	1000.00	  0.00
ETHAAL	etha[c]  -> acald[c] + nh4[c] 	((b2441) and (b2440))	  0.00	1000.00	  0.00
ETOHt2r	etoh[e] + h[e]  <=> etoh[c] + h[c] 		-1000.00	1000.00	  0.00
EX_12ppd_DASH_S_LPAREN_e_RPAREN_	12ppd_DASH_S[e]  -> 		  0.00	1000.00	  0.00
EX_15dap_LPAREN_e_RPAREN_	15dap[e]  -> 		  0.00	1000.00	  0.00
EX_26dap_DASH_M_LPAREN_e_RPAREN_	26dap_DASH_M[e]  -> 		  0.00	1000.00	  0.00
EX_2ddglcn_LPAREN_e_RPAREN_	2ddglcn[e]  -> 		  0.00	1000.00	  0.00
EX_3hcinnm_LPAREN_e_RPAREN_	3hcinnm[e]  -> 		  0.00	1000.00	  0.00
EX_3hpppn_LPAREN_e_RPAREN_	3hpppn[e]  -> 		  0.00	1000.00	  0.00
EX_4abut_LPAREN_e_RPAREN_	4abut[e]  -> 		  0.00	1000.00	  0.00
EX_ac_LPAREN_e_RPAREN_	ac[e]  -> 		  0.00	1000.00	  0.00
EX_acac_LPAREN_e_RPAREN_	acac[e]  -> 		  0.00	1000.00	  0.00
EX_acald_LPAREN_e_RPAREN_	acald[e]  -> 		  0.00	1000.00	  0.00
EX_acgam_LPAREN_e_RPAREN_	acgam[e]  -> 		  0.00	1000.00	  0.00
EX_acmana_LPAREN_e_RPAREN_	acmana[e]  -> 		  0.00	1000.00	  0.00
EX_acnam_LPAREN_e_RPAREN_	acnam[e]  -> 		  0.00	1000.00	  0.00
EX_ade_LPAREN_e_RPAREN_	ade[e]  -> 		  0.00	1000.00	  0.00
EX_adn_LPAREN_e_RPAREN_	adn[e]  -> 		  0.00	1000.00	  0.00
EX_akg_LPAREN_e_RPAREN_	akg[e]  -> 		  0.00	1000.00	  0.00
EX_ala_DASH_D_LPAREN_e_RPAREN_	ala_DASH_D[e]  -> 		  0.00	1000.00	  0.00
EX_ala_DASH_L_LPAREN_e_RPAREN_	ala_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_alltn_LPAREN_e_RPAREN_	alltn[e]  -> 		  0.00	1000.00	  0.00
EX_amp_LPAREN_e_RPAREN_	amp[e]  -> 		  0.00	1000.00	  0.00
EX_arab_DASH_L_LPAREN_e_RPAREN_	arab_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_arg_DASH_L_LPAREN_e_RPAREN_	arg_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_asn_DASH_L_LPAREN_e_RPAREN_	asn_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_asp_DASH_L_LPAREN_e_RPAREN_	asp_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_but_LPAREN_e_RPAREN_	but[e]  -> 		  0.00	1000.00	  0.00
EX_cbl1_LPAREN_e_RPAREN_	cbl1[e]  -> 		  0.00	1000.00	  0.00
EX_chol_LPAREN_e_RPAREN_	chol[e]  -> 		  0.00	1000.00	  0.00
EX_cit_LPAREN_e_RPAREN_	cit[e]  -> 		  0.00	1000.00	  0.00
EX_co2_LPAREN_e_RPAREN_	co2[e]  <=> 		-1000.00	1000.00	  0.00
EX_crn_LPAREN_e_RPAREN_	crn[e]  -> 		  0.00	1000.00	  0.00
EX_csn_LPAREN_e_RPAREN_	csn[e]  -> 		  0.00	1000.00	  0.00
EX_cynt_LPAREN_e_RPAREN_	cynt[e]  -> 		  0.00	1000.00	  0.00
EX_cys_DASH_L_LPAREN_e_RPAREN_	cys_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_cytd_LPAREN_e_RPAREN_	cytd[e]  -> 		  0.00	1000.00	  0.00
EX_dad_DASH_2_LPAREN_e_RPAREN_	dad_DASH_2[e]  -> 		  0.00	1000.00	  0.00
EX_dcyt_LPAREN_e_RPAREN_	dcyt[e]  -> 		  0.00	1000.00	  0.00
EX_dgsn_LPAREN_e_RPAREN_	dgsn[e]  -> 		  0.00	1000.00	  0.00
EX_dha_LPAREN_e_RPAREN_	dha[e]  -> 		  0.00	1000.00	  0.00
EX_din_LPAREN_e_RPAREN_	din[e]  -> 		  0.00	1000.00	  0.00
EX_dms_LPAREN_e_RPAREN_	dms[e]  -> 		  0.00	1000.00	  0.00
EX_dmso_LPAREN_e_RPAREN_	dmso[e]  -> 		  0.00	1000.00	  0.00
EX_duri_LPAREN_e_RPAREN_	duri[e]  -> 		  0.00	1000.00	  0.00
EX_etoh_LPAREN_e_RPAREN_	etoh[e]  -> 		  0.00	1000.00	  0.00
EX_fe2_LPAREN_e_RPAREN_	fe2[e]  <=> 		-1000.00	1000.00	  0.00
EX_for_LPAREN_e_RPAREN_	for[e]  -> 		  0.00	1000.00	  0.00
EX_fru_LPAREN_e_RPAREN_	fru[e]  -> 		  0.00	1000.00	  0.00
EX_fuc1p_DASH_L_LPAREN_e_RPAREN_	fuc1p_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_fuc_DASH_L_LPAREN_e_RPAREN_	fuc_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_fum_LPAREN_e_RPAREN_	fum[e]  -> 		  0.00	1000.00	  0.00
EX_g6p_LPAREN_e_RPAREN_	g6p[e]  -> 		  0.00	1000.00	  0.00
EX_gal_LPAREN_e_RPAREN_	gal[e]  -> 		  0.00	1000.00	  0.00
EX_galct_DASH_D_LPAREN_e_RPAREN_	galct_DASH_D[e]  -> 		  0.00	1000.00	  0.00
EX_galctn_DASH_D_LPAREN_e_RPAREN_	galctn_DASH_D[e]  -> 		  0.00	1000.00	  0.00
EX_galt_LPAREN_e_RPAREN_	galt[e]  -> 		  0.00	1000.00	  0.00
EX_galur_LPAREN_e_RPAREN_	galur[e]  -> 		  0.00	1000.00	  0.00
EX_gam_LPAREN_e_RPAREN_	gam[e]  -> 		  0.00	1000.00	  0.00
EX_gbbtn_LPAREN_e_RPAREN_	gbbtn[e]  -> 		  0.00	1000.00	  0.00
EX_glc_LPAREN_e_RPAREN_	glc_DASH_D[e]  <=> 		-10.00	  0.00	  0.00
EX_glcn_LPAREN_e_RPAREN_	glcn[e]  -> 		  0.00	1000.00	  0.00
EX_glcr_LPAREN_e_RPAREN_	glcr[e]  -> 		  0.00	1000.00	  0.00
EX_glcur_LPAREN_e_RPAREN_	glcur[e]  -> 		  0.00	1000.00	  0.00
EX_gln_DASH_L_LPAREN_e_RPAREN_	gln_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_glu_DASH_L_LPAREN_e_RPAREN_	glu_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_gly_LPAREN_e_RPAREN_	gly[e]  -> 		  0.00	1000.00	  0.00
EX_glyald_LPAREN_e_RPAREN_	glyald[e]  -> 		  0.00	1000.00	  0.00
EX_glyb_LPAREN_e_RPAREN_	glyb[e]  -> 		  0.00	1000.00	  0.00
EX_glyc3p_LPAREN_e_RPAREN_	glyc3p[e]  -> 		  0.00	1000.00	  0.00
EX_glyc_LPAREN_e_RPAREN_	glyc[e]  -> 		  0.00	1000.00	  0.00
EX_glyclt_LPAREN_e_RPAREN_	glyclt[e]  -> 		  0.00	1000.00	  0.00
EX_gsn_LPAREN_e_RPAREN_	gsn[e]  -> 		  0.00	1000.00	  0.00
EX_gua_LPAREN_e_RPAREN_	gua[e]  -> 		  0.00	1000.00	  0.00
EX_h2o_LPAREN_e_RPAREN_	h2o[e]  <=> 		-1000.00	1000.00	  0.00
EX_h_LPAREN_e_RPAREN_	h[e]  <=> 		-1000.00	1000.00	  0.00
EX_hdca_LPAREN_e_RPAREN_	hdca[e]  -> 		  0.00	1000.00	  0.00
EX_his_DASH_L_LPAREN_e_RPAREN_	his_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_hxan_LPAREN_e_RPAREN_	hxan[e]  -> 		  0.00	1000.00	  0.00
EX_idon_DASH_L_LPAREN_e_RPAREN_	idon_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_ile_DASH_L_LPAREN_e_RPAREN_	ile_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_indole_LPAREN_e_RPAREN_	indole[e]  -> 		  0.00	1000.00	  0.00
EX_ins_LPAREN_e_RPAREN_	ins[e]  -> 		  0.00	1000.00	  0.00
EX_k_LPAREN_e_RPAREN_	k[e]  <=> 		-1000.00	1000.00	  0.00
EX_lac_DASH_D_LPAREN_e_RPAREN_	lac_DASH_D[e]  -> 		  0.00	1000.00	  0.00
EX_lac_DASH_L_LPAREN_e_RPAREN_	lac_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_lcts_LPAREN_e_RPAREN_	lcts[e]  -> 		  0.00	1000.00	  0.00
EX_leu_DASH_L_LPAREN_e_RPAREN_	leu_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_lys_DASH_L_LPAREN_e_RPAREN_	lys_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_mal_DASH_L_LPAREN_e_RPAREN_	mal_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_malt_LPAREN_e_RPAREN_	malt[e]  -> 		  0.00	1000.00	  0.00
EX_malthx_LPAREN_e_RPAREN_	malthx[e]  -> 		  0.00	1000.00	  0.00
EX_maltpt_LPAREN_e_RPAREN_	maltpt[e]  -> 		  0.00	1000.00	  0.00
EX_malttr_LPAREN_e_RPAREN_	malttr[e]  -> 		  0.00	1000.00	  0.00
EX_maltttr_LPAREN_e_RPAREN_	maltttr[e]  -> 		  0.00	1000.00	  0.00
EX_man6p_LPAREN_e_RPAREN_	man6p[e]  -> 		  0.00	1000.00	  0.00
EX_man_LPAREN_e_RPAREN_	man[e]  -> 		  0.00	1000.00	  0.00
EX_melib_LPAREN_e_RPAREN_	melib[e]  -> 		  0.00	1000.00	  0.00
EX_met_DASH_D_LPAREN_e_RPAREN_	met_DASH_D[e]  -> 		  0.00	1000.00	  0.00
EX_met_DASH_L_LPAREN_e_RPAREN_	met_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_mnl_LPAREN_e_RPAREN_	mnl[e]  -> 		  0.00	1000.00	  0.00
EX_na1_LPAREN_e_RPAREN_	na1[e]  <=> 		-1000.00	1000.00	  0.00
EX_nac_LPAREN_e_RPAREN_	nac[e]  -> 		  0.00	1000.00	  0.00
EX_nad_LPAREN_e_RPAREN_	nad[e]  -> 		  0.00	1000.00	  0.00
EX_nh4_LPAREN_e_RPAREN_	nh4[e]  <=> 		-1000.00	1000.00	  0.00
EX_nmn_LPAREN_e_RPAREN_	nmn[e]  -> 		  0.00	1000.00	  0.00
EX_no2_LPAREN_e_RPAREN_	no2[e]  -> 		  0.00	1000.00	  0.00
EX_no3_LPAREN_e_RPAREN_	no3[e]  -> 		  0.00	1000.00	  0.00
EX_o2_LPAREN_e_RPAREN_	o2[e]  <=> 		-20.00	  0.00	  0.00
EX_ocdca_LPAREN_e_RPAREN_	ocdca[e]  -> 		  0.00	1000.00	  0.00
EX_orn_LPAREN_e_RPAREN_	orn[e]  -> 		  0.00	1000.00	  0.00
EX_phe_DASH_L_LPAREN_e_RPAREN_	phe_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_pi_LPAREN_e_RPAREN_	pi[e]  <=> 		-1000.00	1000.00	  0.00
EX_pnto_DASH_R_LPAREN_e_RPAREN_	pnto_DASH_R[e]  -> 		  0.00	1000.00	  0.00
EX_pppn_LPAREN_e_RPAREN_	pppn[e]  -> 		  0.00	1000.00	  0.00
EX_pro_DASH_L_LPAREN_e_RPAREN_	pro_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_ptrc_LPAREN_e_RPAREN_	ptrc[e]  -> 		  0.00	1000.00	  0.00
EX_pyr_LPAREN_e_RPAREN_	pyr[e]  -> 		  0.00	1000.00	  0.00
EX_rib_DASH_D_LPAREN_e_RPAREN_	rib_DASH_D[e]  -> 		  0.00	1000.00	  0.00
EX_rmn_LPAREN_e_RPAREN_	rmn[e]  -> 		  0.00	1000.00	  0.00
EX_sbt_DASH_D_LPAREN_e_RPAREN_	sbt_DASH_D[e]  -> 		  0.00	1000.00	  0.00
EX_ser_DASH_D_LPAREN_e_RPAREN_	ser_DASH_D[e]  -> 		  0.00	1000.00	  0.00
EX_ser_DASH_L_LPAREN_e_RPAREN_	ser_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_so4_LPAREN_e_RPAREN_	so4[e]  <=> 		-1000.00	1000.00	  0.00
EX_spmd_LPAREN_e_RPAREN_	spmd[e]  -> 		  0.00	1000.00	  0.00
EX_succ_LPAREN_e_RPAREN_	succ[e]  -> 		  0.00	1000.00	  0.00
EX_sucr_LPAREN_e_RPAREN_	sucr[e]  -> 		  0.00	1000.00	  0.00
EX_tartr_DASH_L_LPAREN_e_RPAREN_	tartr_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_taur_LPAREN_e_RPAREN_	taur[e]  -> 		  0.00	1000.00	  0.00
EX_thm_LPAREN_e_RPAREN_	thm[e]  -> 		  0.00	1000.00	  0.00
EX_thr_DASH_L_LPAREN_e_RPAREN_	thr_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_thymd_LPAREN_e_RPAREN_	thymd[e]  -> 		  0.00	1000.00	  0.00
EX_tma_LPAREN_e_RPAREN_	tma[e]  -> 		  0.00	1000.00	  0.00
EX_tmao_LPAREN_e_RPAREN_	tmao[e]  -> 		  0.00	1000.00	  0.00
EX_tre_LPAREN_e_RPAREN_	tre[e]  -> 		  0.00	1000.00	  0.00
EX_trp_DASH_L_LPAREN_e_RPAREN_	trp_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_tsul_LPAREN_e_RPAREN_	tsul[e]  -> 		  0.00	1000.00	  0.00
EX_ttdca_LPAREN_e_RPAREN_	ttdca[e]  -> 		  0.00	1000.00	  0.00
EX_tyr_DASH_L_LPAREN_e_RPAREN_	tyr_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_ura_LPAREN_e_RPAREN_	ura[e]  -> 		  0.00	1000.00	  0.00
EX_urea_LPAREN_e_RPAREN_	urea[e]  -> 		  0.00	1000.00	  0.00
EX_uri_LPAREN_e_RPAREN_	uri[e]  -> 		  0.00	1000.00	  0.00
EX_val_DASH_L_LPAREN_e_RPAREN_	val_DASH_L[e]  -> 		  0.00	1000.00	  0.00
EX_xan_LPAREN_e_RPAREN_	xan[e]  -> 		  0.00	1000.00	  0.00
EX_xtsn_LPAREN_e_RPAREN_	xtsn[e]  -> 		  0.00	1000.00	  0.00
EX_xyl_DASH_D_LPAREN_e_RPAREN_	xyl_DASH_D[e]  -> 		  0.00	1000.00	  0.00
F6PA	f6p[c]  <=> dha[c] + g3p[c] 	((b0825) or (b3946))	-1000.00	1000.00	  0.00
