Rxn name	Formula	Gene-reaction association	LB	UB	Objective
KAS15	accoa[c] + h[c] + malACP[c]  -> actACP[c] + co2[c] + coa[c] 	(b1091)	  0.00	1000.00	  0.00
KAS16	ddcaACP[c] + 2 h[c] + malACP[c] + nadph[c]  -> 3hmrsACP[c] + ACP[c] + co2[c] + nadp[c] 	(((b2323) and (b1093)) or ((b1095) and (b1093)))	  0.00	1000.00	  0.00
KDOCT2	ctp[c] + kdo[c]  -> ckdo[c] + ppi[c] 	(b0918)	  0.00	1000.00	  0.00
KDOPP	h2o[c] + kdo8p[c]  -> kdo[c] + pi[c] 		  0.00	1000.00	  0.00
KDOPS	ara5p[c] + h2o[c] + pep[c]  -> kdo8p[c] + pi[c] 	(b1215)	  0.00	1000.00	  0.00
KG6PDC	3dhgulnp[c] + h[c]  -> co2[c] + xu5p_DASH_L[c] 	((b4196) or (b3581))	  0.00	1000.00	  0.00
Kabc	atp[c] + h2o[c] + k[e]  -> adp[c] + h[c] + k[c] + pi[c] 	((b0698) and (b0697) and (b0696))	  0.00	1000.00	  0.00
Kt2r	h[e] + k[e]  <=> h[c] + k[c] 	((b1363) or (b3849))	-1000.00	1000.00	  0.00
LACZ	h2o[c] + lcts[c]  -> gal[c] + glc_DASH_D[c] 	((b0344) or (b2132))	  0.00	1000.00	  0.00
LCAD	h2o[c] + lald_DASH_L[c] + nad[c]  <=> 2 h[c] + lac_DASH_L[c] + nadh[c] 	((b1300) or (b1415) or (b0356) or (b3588))	-1000.00	1000.00	  0.00
LCADi	h2o[c] + lald_DASH_L[c] + nad[c]  -> 2 h[c] + lac_DASH_L[c] + nadh[c] 	(b1241)	  0.00	1000.00	  0.00
LCARS	h[c] + lald_DASH_L[c] + nadh[c]  <=> 12ppd_DASH_S[c] + nad[c] 	(b2799)	-1000.00	1000.00	  0.00
LCTSt	h[e] + lcts[e]  <=> h[c] + lcts[c] 	(b0343)	-1000.00	1000.00	  0.00
LDH_D	lac_DASH_D[c] + nad[c]  <=> h[c] + nadh[c] + pyr[c] 	((b2133) or (b1380))	-1000.00	1000.00	  0.00
LDH_D2	lac_DASH_D[c] + q8[c]  -> pyr[c] + q8h2[c] 	(b2133)	  0.00	1000.00	  0.00
LEUTAi	4mop[c] + glu_DASH_L[c]  -> akg[c] + leu_DASH_L[c] 	((b4054) or (b3770))	  0.00	1000.00	  0.00
LEUabc	atp[c] + h2o[c] + leu_DASH_L[e]  -> adp[c] + h[c] + leu_DASH_L[c] + pi[c] 	(((b3455) and (b3460) and (b3457) and (b3454) and (b3456)) or ((b3455) and (b3454) and (b3457) and (b3458) and (b3456)))	  0.00	1000.00	  0.00
LEUt2r	h[e] + leu_DASH_L[e]  <=> h[c] + leu_DASH_L[c] 	(b0401)	-1000.00	1000.00	  0.00
LGTHL	gthrd[c] + mthgxl[c]  -> lgt_DASH_S[c] 	(b1651)	  0.00	1000.00	  0.00
LPADSS	lipidX[c] + u23ga[c]  -> h[c] + lipidAds[c] + udp[c] 	(b0182)	  0.00	1000.00	  0.00
LPLIPA1	0.02 agpg_EC[c] + h2o[c]  -> g3pg[c] + h[c] + 0.36 hdca[c] + 0.07 hdcea[c] + 0.5 ocdcea[c] + 0.02 ttdca[c] + 0.05 ttdcea[c] 	(b3825)	  0.00	1000.00	  0.00
LPLIPA2	0.02 agpe_EC[c] + h2o[c]  -> g3pe[c] + h[c] + 0.36 hdca[c] + 0.07 hdcea[c] + 0.5 ocdcea[c] + 0.02 ttdca[c] + 0.05 ttdcea[c] 	(b3825)	  0.00	1000.00	  0.00
LPLIPA3	0.02 agpc_EC[c] + h2o[c]  -> g3pc[c] + h[c] + 0.36 hdca[c] + 0.07 hdcea[c] + 0.5 ocdcea[c] + 0.02 ttdca[c] + 0.05 ttdcea[c] 	(b3825)	  0.00	1000.00	  0.00
LPLIPA4	0.02 agpe_EC[c] + 0.02 pg_EC[c]  -> 0.02 apg_EC[c] + g3pe[c] 	(b3825)	  0.00	1000.00	  0.00
LPLIPA5	0.02 agpc_EC[c] + 0.02 pg_EC[c]  -> 0.02 apg_EC[c] + g3pc[c] 	(b3825)	  0.00	1000.00	  0.00
LPLIPA6	0.02 agpg_EC[c] + 0.02 pg_EC[c]  -> 0.02 apg_EC[c] + g3pg[c] 	(b3825)	  0.00	1000.00	  0.00
LPSSYN_EC	3 adphep_DASH_LD[c] + 2 cdpea[c] + 3 ckdo[c] + lipa[c] + 2 udpg[c]  -> 3 adp[c] + 2 cdp[c] + 3 cmp[c] + 10 h[c] + lps_EC[c] + 2 udp[c] 	((b3622) and (b3626) and (b3631) and (b3627) and (b3621) and (b3620))	  0.00	1000.00	  0.00
LYSDC	h[c] + lys_DASH_L[c]  -> 15dap[c] + co2[c] 	((b0186) or (b4131))	  0.00	1000.00	  0.00
LYSabc	atp[c] + h2o[c] + lys_DASH_L[e]  -> adp[c] + h[c] + lys_DASH_L[c] + pi[c] 	((b2310) and (b2307) and (b2308) and (b2306))	  0.00	1000.00	  0.00
LYSt2r	h[e] + lys_DASH_L[e]  <=> h[c] + lys_DASH_L[c] 	(b2156)	-1000.00	1000.00	  0.00
L_DASH_LACD2	lac_DASH_L[c] + q8[c]  -> pyr[c] + q8h2[c] 	(b3605)	  0.00	1000.00	  0.00
L_DASH_LACD3	lac_DASH_L[c] + mqn8[c]  -> mql8[c] + pyr[c] 	(b3605)	  0.00	1000.00	  0.00
L_DASH_LACt2r	h[e] + lac_DASH_L[e]  <=> h[c] + lac_DASH_L[c] 	((b2975) or (b3603))	-1000.00	1000.00	  0.00
M1PD	mnl1p[c] + nad[c]  <=> f6p[c] + h[c] + nadh[c] 	(b3600)	-1000.00	1000.00	  0.00
MACPD	h[c] + malACP[c]  -> acACP[c] + co2[c] 	(b2323)	  0.00	1000.00	  0.00
MALS	accoa[c] + glx[c] + h2o[c]  -> coa[c] + h[c] + mal_DASH_L[c] 	((b4014) or (b2976))	  0.00	1000.00	  0.00
MALTHXabc	atp[c] + h2o[c] + malthx[e]  -> adp[c] + h[c] + malthx[c] + pi[c] 	((b4032) and (b4035) and (b4033) and (b4036) and (b4034))	  0.00	1000.00	  0.00
MALTPTabc	atp[c] + h2o[c] + maltpt[e]  -> adp[c] + h[c] + maltpt[c] + pi[c] 	((b4035) and (b4032) and (b4033) and (b4036) and (b4034))	  0.00	1000.00	  0.00
MALTTRabc	atp[c] + h2o[c] + malttr[e]  -> adp[c] + h[c] + malttr[c] + pi[c] 	((b4032) and (b4035) and (b4033) and (b4036) and (b4034))	  0.00	1000.00	  0.00
MALTTTRabc	atp[c] + h2o[c] + maltttr[e]  -> adp[c] + h[c] + maltttr[c] + pi[c] 	((b4035) and (b4032) and (b4033) and (b4036) and (b4034))	  0.00	1000.00	  0.00
MALTabc	atp[c] + h2o[c] + malt[e]  -> adp[c] + h[c] + malt[c] + pi[c] 	((b4035) and (b4032) and (b4033) and (b4036) and (b4034))	  0.00	1000.00	  0.00
MALTpts	malt[e] + pep[c]  -> malt6p[c] + pyr[c] 	((b1621) and (b2415) and (b2417) and (b2416) and (b4036))	  0.00	1000.00	  0.00
MALt2_2	2 h[e] + mal_DASH_L[e]  -> 2 h[c] + mal_DASH_L[c] 	(b3528)	  0.00	1000.00	  0.00
MALt2_3	3 h[e] + mal_DASH_L[e]  -> 3 h[c] + mal_DASH_L[c] 	((b4123) or (b4138))	  0.00	1000.00	  0.00
MAN1PT2	gdp[c] + h[c] + man1p[c]  -> gdpmann[c] + pi[c] 	(b2049)	  0.00	1000.00	  0.00
MAN6PI	man6p[c]  <=> f6p[c] 	(b1613)	-1000.00	1000.00	  0.00
MAN6Pt6_2	man6p[e] + 2 pi[c]  -> man6p[c] + 2 pi[e] 	(b3666)	  0.00	1000.00	  0.00
MANAO	mana[c] + nad[c]  <=> fruur[c] + h[c] + nadh[c] 	(b4323)	-1000.00	1000.00	  0.00
MANpts	man[e] + pep[c]  -> man6p[c] + pyr[c] 	((b2415) and (b2416) and (b1818) and (b1819) and (b1817))	  0.00	1000.00	  0.00
MCITD	2mcit[c]  -> 2mcacn[c] + h2o[c] 	(b0334)	  0.00	1000.00	  0.00
MCITL2	micit[c]  <=> pyr[c] + succ[c] 	(b0331)	-1000.00	1000.00	  0.00
MCITS	h2o[c] + oaa[c] + ppcoa[c]  -> 2mcit[c] + coa[c] + h[c] 	(b0333)	  0.00	1000.00	  0.00
MCOATA	ACP[c] + malcoa[c]  <=> coa[c] + malACP[c] 	(b1092)	-1000.00	1000.00	  0.00
MDH	mal_DASH_L[c] + nad[c]  <=> h[c] + nadh[c] + oaa[c] 	(b3236)	-1000.00	1000.00	  0.00
MDH2	mal_DASH_L[c] + q8[c]  -> oaa[c] + q8h2[c] 	(b2210)	  0.00	1000.00	  0.00
MDH3	mal_DASH_L[c] + mqn8[c]  -> mql8[c] + oaa[c] 	(b2210)	  0.00	1000.00	  0.00
MDRPD	5mdru1p[c]  -> dkmpp[c] + h2o[c] 		  0.00	1000.00	  0.00
ME1	mal_DASH_L[c] + nad[c]  -> co2[c] + nadh[c] + pyr[c] 	(b1479)	  0.00	1000.00	  0.00
ME2	mal_DASH_L[c] + nadp[c]  -> co2[c] + nadph[c] + pyr[c] 	(b2463)	  0.00	1000.00	  0.00
MECDPDH	2mecdp[c] + h[c]  -> h2mb4p[c] + h2o[c] 	(b2515)	  0.00	1000.00	  0.00
MECDPS	2p4c2me[c]  -> 2mecdp[c] + cmp[c] 	(b2746)	  0.00	1000.00	  0.00
MELIBt2	h[e] + melib[e]  -> h[c] + melib[c] 	(b4120)	  0.00	1000.00	  0.00
MEPCT	2me4p[c] + ctp[c] + h[c]  -> 4c2me[c] + ppi[c] 	(b2747)	  0.00	1000.00	  0.00
METAT	atp[c] + h2o[c] + met_DASH_L[c]  -> amet[c] + pi[c] + ppi[c] 	(b2942)	  0.00	1000.00	  0.00
METDabc	atp[c] + h2o[c] + met_DASH_D[e]  -> adp[c] + h[c] + met_DASH_D[c] + pi[c] 	((b0197) and (b0199) and (b0198))	  0.00	1000.00	  0.00
METS	5mthf[c] + hcys_DASH_L[c]  -> met_DASH_L[c] + thf[c] 	((b4019) or (b3829))	  0.00	1000.00	  0.00
METabc	atp[c] + h2o[c] + met_DASH_L[e]  -> adp[c] + h[c] + met_DASH_L[c] + pi[c] 	((b0197) and (b0199) and (b0198))	  0.00	1000.00	  0.00
MGSA	dhap[c]  -> mthgxl[c] + pi[c] 	(b0963)	  0.00	1000.00	  0.00
MI1PP	h2o[c] + mi1p_DASH_D[c]  -> inost[c] + pi[c] 	(b2533)	  0.00	1000.00	  0.00
MICITD	2mcacn[c] + h2o[c]  -> micit[c] 	((b1276) or (b0118))	  0.00	1000.00	  0.00
MLTG1	h2o[c] + malttr[c]  -> glc_DASH_D[c] + malt[c] 	(b0403)	  0.00	1000.00	  0.00
MLTG2	h2o[c] + maltttr[c]  -> glc_DASH_D[c] + malttr[c] 	(b0403)	  0.00	1000.00	  0.00
MLTG3	h2o[c] + maltpt[c]  -> glc_DASH_D[c] + maltttr[c] 	(b0403)	  0.00	1000.00	  0.00
MLTG4	h2o[c] + malthx[c]  -> glc_DASH_D[c] + maltpt[c] 	(b0403)	  0.00	1000.00	  0.00
MLTG5	h2o[c] + malthp[c]  -> glc_DASH_D[c] + malthx[c] 	(b0403)	  0.00	1000.00	  0.00
MLTP1	maltpt[c] + pi[c]  <=> g1p[c] + maltttr[c] 	(b3417)	-1000.00	1000.00	  0.00
MLTP2	malthx[c] + pi[c]  <=> g1p[c] + maltpt[c] 	(b3417)	-1000.00	1000.00	  0.00
MLTP3	malthp[c] + pi[c]  <=> g1p[c] + malthx[c] 	(b3417)	-1000.00	1000.00	  0.00
MMCD	h[c] + mmcoa_DASH_S[c]  -> co2[c] + ppcoa[c] 	(b2919)	  0.00	1000.00	  0.00
MME	mmcoa_DASH_R[c]  <=> mmcoa_DASH_S[c] 		-1000.00	1000.00	  0.00
MMM2	succoa[c]  -> mmcoa_DASH_R[c] 	(b2917)	  0.00	1000.00	  0.00
MNLpts	mnl[e] + pep[c]  -> mnl1p[c] + pyr[c] 	((b2415) and (b2416) and (b3599))	  0.00	1000.00	  0.00
MNNH	mana[c]  -> 2ddglcn[c] + h2o[c] 	(b4322)	  0.00	1000.00	  0.00
MOAT	ckdo[c] + lipidA[c]  -> cmp[c] + h[c] + kdolipid4[c] 	(b3633)	  0.00	1000.00	  0.00
MOAT2	ckdo[c] + kdolipid4[c]  -> cmp[c] + h[c] + kdo2lipid4[c] 	(b3633)	  0.00	1000.00	  0.00
MOHMT	3mob[c] + h2o[c] + mlthf[c]  -> 2dhp[c] + thf[c] 	(b0134)	  0.00	1000.00	  0.00
MTAN	5mta[c] + h2o[c]  -> 5mtr[c] + ade[c] 	(b0159)	  0.00	1000.00	  0.00
MTHFC	h2o[c] + methf[c]  <=> 10fthf[c] 	(b0529)	-1000.00	1000.00	  0.00
MTHFD	mlthf[c] + nadp[c]  <=> h[c] + methf[c] + nadph[c] 	(b0529)	-1000.00	1000.00	  0.00
MTHFR2	h[c] + mlthf[c] + nadh[c]  -> 5mthf[c] + nad[c] 	(b3941)	  0.00	1000.00	  0.00
MTRI	5mdr1p[c]  <=> 5mdru1p[c] 		-1000.00	1000.00	  0.00
MTRK	5mtr[c] + atp[c]  -> 5mdr1p[c] + adp[c] + h[c] 		  0.00	1000.00	  0.00
NACODA	acg5sa[c] + h2o[c]  -> ac[c] + glu5sa[c] 	(b3957)	  0.00	1000.00	  0.00
NACUP	nac[e]  -> nac[c] 		  0.00	1000.00	  0.00
NADDP	h2o[c] + nad[c]  -> amp[c] + 2 h[c] + nmn[c] 	(b2411)	  0.00	1000.00	  0.00
NADDPe	h2o[e] + nad[e]  -> amp[e] + 2 h[e] + nmn[e] 		  0.00	1000.00	  0.00
NADH10	h[c] + mqn8[c] + nadh[c]  -> mql8[c] + nad[c] 	(b1109)	  0.00	1000.00	  0.00
NADH5	h[c] + nadh[c] + q8[c]  -> nad[c] + q8h2[c] 	(b1109)	  0.00	1000.00	  0.00
NADH6	4.5 h[c] + nadh[c] + q8[c]  -> 3.5 h[e] + nad[c] + q8h2[c] 	((b2285) and (b2284) and (b2281) and (b2287) and (b2276) and (b2283) and (b2288) and (b2282) and (b2286) and (b2277) and (b2278) and (b2280) and (b2279))	  0.00	1000.00	  0.00
NADH7	3 h[c] + mqn8[c] + nadh[c]  -> 2 h[e] + mql8[c] + nad[c] 	((b2285) and (b2284) and (b2281) and (b2287) and (b2276) and (b2283) and (b2288) and (b2282) and (b2286) and (b2277) and (b2278) and (b2280) and (b2279))	  0.00	1000.00	  0.00
NADH8	2dmmq8[c] + 3.8 h[c] + nadh[c]  -> 2dmmql8[c] + 2.8 h[e] + nad[c] 	((b2285) and (b2284) and (b2281) and (b2287) and (b2276) and (b2283) and (b2288) and (b2282) and (b2286) and (b2277) and (b2278) and (b2280) and (b2279))	  0.00	1000.00	  0.00
NADH9	2dmmq8[c] + h[c] + nadh[c]  -> 2dmmql8[c] + nad[c] 	(b1109)	  0.00	1000.00	  0.00
NADK	atp[c] + nad[c]  -> adp[c] + h[c] + nadp[c] 	(b2615)	  0.00	1000.00	  0.00
NADPPPS	h2o[c] + nadp[c]  -> nad[c] + pi[c] 		  0.00	1000.00	  0.00
NADS1	atp[c] + dnad[c] + nh4[c]  -> amp[c] + h[c] + nad[c] + ppi[c] 	(b1740)	  0.00	1000.00	  0.00
NADTRHD	nad[c] + nadph[c]  -> nadh[c] + nadp[c] 	(((b1602) and (b1603)) or (b3962))	  0.00	1000.00	  0.00
NAMNPP	atp[c] + h2o[c] + nac[c] + prpp[c]  -> adp[c] + nicrnt[c] + pi[c] + ppi[c] 	(b0931)	  0.00	1000.00	  0.00
NAt3_1	h[e] + na1[c]  <=> h[c] + na1[e] 	(b1216)	-1000.00	1000.00	  0.00
NAt3_1_PERIOD_5	3 h[e] + 2 na1[c]  -> 3 h[c] + 2 na1[e] 	(b1186)	  0.00	1000.00	  0.00
NAt3_2	2 h[e] + na1[c]  -> 2 h[c] + na1[e] 	(b0019)	  0.00	1000.00	  0.00
NDPK1	atp[c] + gdp[c]  <=> adp[c] + gtp[c] 	(b2518)	-1000.00	1000.00	  0.00
NDPK2	atp[c] + udp[c]  <=> adp[c] + utp[c] 	(b2518)	-1000.00	1000.00	  0.00
NDPK3	atp[c] + cdp[c]  <=> adp[c] + ctp[c] 	(b2518)	-1000.00	1000.00	  0.00
NDPK4	atp[c] + dtdp[c]  <=> adp[c] + dttp[c] 	(b2518)	-1000.00	1000.00	  0.00
NDPK5	atp[c] + dgdp[c]  <=> adp[c] + dgtp[c] 	(b2518)	-1000.00	1000.00	  0.00
NDPK6	atp[c] + dudp[c]  <=> adp[c] + dutp[c] 	(b2518)	-1000.00	1000.00	  0.00
NDPK7	atp[c] + dcdp[c]  <=> adp[c] + dctp[c] 	(b2518)	-1000.00	1000.00	  0.00
NDPK8	atp[c] + dadp[c]  <=> adp[c] + datp[c] 	(b2518)	-1000.00	1000.00	  0.00
NH4t	nh4[e]  <=> nh4[c] 	(b0451)	-1000.00	1000.00	  0.00
NMNAT	atp[c] + h[c] + nmn[c]  -> nad[c] + ppi[c] 	(b0639)	  0.00	1000.00	  0.00
NMNDA	h2o[c] + nmn[c]  -> nh4[c] + nicrnt[c] 		  0.00	1000.00	  0.00
NMNN	h2o[c] + nmn[c]  -> h[c] + ncam[c] + r5p[c] 		  0.00	1000.00	  0.00
NMNP	nmn[e]  -> nmn[c] 	(b0751)	  0.00	1000.00	  0.00
NMNt7	h2o[c] + nmn[e]  -> h[c] + ncam[c] + r5p[c] 		  0.00	1000.00	  0.00
NNAM	h2o[c] + ncam[c]  -> nac[c] + nh4[c] 	(b1768)	  0.00	1000.00	  0.00
NNAT	atp[c] + h[c] + nicrnt[c]  -> dnad[c] + ppi[c] 	(b0639)	  0.00	1000.00	  0.00
NNDMBRT	dmbzid[c] + nicrnt[c]  -> 5prdmbz[c] + h[c] + nac[c] 	(b1991)	  0.00	1000.00	  0.00
NNDPR	2 h[c] + prpp[c] + quln[c]  -> co2[c] + nicrnt[c] + ppi[c] 	(b0109)	  0.00	1000.00	  0.00
NO2t2r	h[e] + no2[e]  <=> h[c] + no2[c] 	((b1223) or (b3367))	-1000.00	1000.00	  0.00
NO3R1	2 h[c] + no3[c] + q8h2[c]  -> h2o[c] + 2 h[e] + no2[c] + q8[c] 	((b1225) and (b1226) and (b1224) and (b1227))	  0.00	1000.00	  0.00
NO3R2	2 h[c] + mql8[c] + no3[c]  -> h2o[c] + 2 h[e] + mqn8[c] + no2[c] 	((b1225) and (b1226) and (b1224) and (b1227))	  0.00	1000.00	  0.00
NO3t7	no2[c] + no3[e]  -> no2[e] + no3[c] 	((b1223) or (b1469))	  0.00	1000.00	  0.00
NPHS	sbzcoa[c]  -> coa[c] + dhna[c] 	(b2262)	  0.00	1000.00	  0.00
NTD1	dump[c] + h2o[c]  -> duri[c] + pi[c] 	(b0480)	  0.00	1000.00	  0.00
NTD10	h2o[c] + xmp[c]  -> pi[c] + xtsn[c] 	(b0480)	  0.00	1000.00	  0.00
NTD11	h2o[c] + imp[c]  -> ins[c] + pi[c] 	(b0480)	  0.00	1000.00	  0.00
NTD2	h2o[c] + ump[c]  -> pi[c] + uri[c] 	(b0480)	  0.00	1000.00	  0.00
NTD3	dcmp[c] + h2o[c]  -> dcyt[c] + pi[c] 	(b0480)	  0.00	1000.00	  0.00
NTD4	cmp[c] + h2o[c]  -> cytd[c] + pi[c] 	(b0480)	  0.00	1000.00	  0.00
NTD5	dtmp[c] + h2o[c]  -> pi[c] + thymd[c] 	(b0480)	  0.00	1000.00	  0.00
NTD6	damp[c] + h2o[c]  -> dad_DASH_2[c] + pi[c] 	(b0480)	  0.00	1000.00	  0.00
NTD7	amp[c] + h2o[c]  -> adn[c] + pi[c] 	(b0480)	  0.00	1000.00	  0.00
NTD8	dgmp[c] + h2o[c]  -> dgsn[c] + pi[c] 	(b0480)	  0.00	1000.00	  0.00
NTD9	gmp[c] + h2o[c]  -> gsn[c] + pi[c] 	(b0480)	  0.00	1000.00	  0.00
NTPP1	dgtp[c] + h2o[c]  -> dgmp[c] + h[c] + ppi[c] 	((b0099) or (b2781))	  0.00	1000.00	  0.00
NTPP2	gtp[c] + h2o[c]  -> gmp[c] + h[c] + ppi[c] 	((b2781) or (b0099))	  0.00	1000.00	  0.00
NTPP3	dctp[c] + h2o[c]  -> dcmp[c] + h[c] + ppi[c] 	(b2781)	  0.00	1000.00	  0.00
NTPP4	ctp[c] + h2o[c]  -> cmp[c] + h[c] + ppi[c] 	(b2781)	  0.00	1000.00	  0.00
NTPP5	datp[c] + h2o[c]  -> damp[c] + h[c] + ppi[c] 	(b2781)	  0.00	1000.00	  0.00
NTPP6	atp[c] + h2o[c]  -> amp[c] + h[c] + ppi[c] 	(b2781)	  0.00	1000.00	  0.00
NTPP7	dttp[c] + h2o[c]  -> dtmp[c] + h[c] + ppi[c] 	(b2781)	  0.00	1000.00	  0.00
NTPP8	h2o[c] + utp[c]  -> h[c] + ppi[c] + ump[c] 	(b2781)	  0.00	1000.00	  0.00
NTPTP1	dgtp[c] + h2o[c]  -> dgsn[c] + pppi[c] 	(b0160)	  0.00	1000.00	  0.00
NTPTP2	gtp[c] + h2o[c]  -> gsn[c] + pppi[c] 	(b0160)	  0.00	1000.00	  0.00
NTRIR2x	5 h[c] + 3 nadh[c] + no2[c]  -> 2 h2o[c] + 3 nad[c] + nh4[c] 	((b3365) and (b3366))	  0.00	1000.00	  0.00
O2t	o2[e]  <=> o2[c] 		-1000.00	1000.00	  0.00
OBTFL	2obut[c] + coa[c]  -> for[c] + ppcoa[c] 	((b3114) or ((b0902) and (b0903)))	  0.00	1000.00	  0.00
OCBT	cbp[c] + orn[c]  <=> citr_DASH_L[c] + h[c] + pi[c] 	((b4254) or (b0273))	-1000.00	1000.00	  0.00
OCDCAt2	h[e] + ocdca[e]  -> h[c] + ocdca[c] 	(b2344)	  0.00	1000.00	  0.00
OCTDPS	frdp[c] + 5 ipdp[c]  -> octdp[c] + 5 ppi[c] 	(b3187)	  0.00	1000.00	  0.00
OHPBAT	glu_DASH_L[c] + ohpb[c]  <=> akg[c] + phthr[c] 	(b0907)	-1000.00	1000.00	  0.00
OHPHM	2ohph[c] + amet[c]  -> 2omph[c] + ahcys[c] + h[c] 	(b2232)	  0.00	1000.00	  0.00
OMBZLM	2ombzl[c] + amet[c]  -> 2ommbl[c] + ahcys[c] + h[c] 	(b3833)	  0.00	1000.00	  0.00
OMCDC	3c4mop[c] + h[c]  -> 4mop[c] + co2[c] 	(b0073)	  0.00	1000.00	  0.00
OMMBLHX	2ommbl[c] + 0.5 o2[c]  -> 2omhmbl[c] 	(b0662)	  0.00	1000.00	  0.00
OMPDC	h[c] + orot5p[c]  -> co2[c] + ump[c] 	(b1281)	  0.00	1000.00	  0.00
OMPHHX	2omph[c] + 0.5 o2[c]  -> 2ombzl[c] 	(b2907)	  0.00	1000.00	  0.00
OP4ENH	h2o[c] + op4en[c]  -> 4h2opntn[c] 	(b0350)	  0.00	1000.00	  0.00
OPHBDC	3ophb[c] + h[c]  -> 2oph[c] + co2[c] 	((b3843) or (b2311))	  0.00	1000.00	  0.00
OPHHX	2oph[c] + 0.5 o2[c]  -> 2ohph[c] 	(b3835)	  0.00	1000.00	  0.00
ORNDC	h[c] + orn[c]  -> co2[c] + ptrc[c] 	((b2965) or (b0693))	  0.00	1000.00	  0.00
ORNTA	akg[c] + orn[c]  -> glu5sa[c] + glu_DASH_L[c] 	(b3073)	  0.00	1000.00	  0.00
ORNabc	atp[c] + h2o[c] + orn[e]  -> adp[c] + h[c] + orn[c] + pi[c] 	((b2310) and (b2308) and (b2307) and (b2306))	  0.00	1000.00	  0.00
ORPT	orot5p[c] + ppi[c]  <=> orot[c] + prpp[c] 	(b3642)	-1000.00	1000.00	  0.00
OXGDC2	akg[c] + h[c] + thmpp[c]  -> co2[c] + ssaltpp[c] 	(b2264)	  0.00	1000.00	  0.00
P5CD	1pyr5c[c] + 2 h2o[c] + nad[c]  -> glu_DASH_L[c] + h[c] + nadh[c] 	(b1014)	  0.00	1000.00	  0.00
P5CR	1pyr5c[c] + 2 h[c] + nadph[c]  -> nadp[c] + pro_DASH_L[c] 	(b0386)	  0.00	1000.00	  0.00
PACCOAL	atp[c] + coa[c] + pac[c]  -> amp[c] + phaccoa[c] + ppi[c] 	(b1398)	  0.00	1000.00	  0.00
PANTS	ala_DASH_B[c] + atp[c] + pant_DASH_R[c]  -> amp[c] + h[c] + pnto_DASH_R[c] + ppi[c] 	(b0133)	  0.00	1000.00	  0.00
PAPA_EC	h2o[c] + 0.02 pa_EC[c]  -> 0.02 12dgr_EC[c] + pi[c] 		  0.00	1000.00	  0.00
PAPPT3	udcpp[c] + ugmda[c]  -> uagmda[c] + ump[c] 	(b0087)	  0.00	1000.00	  0.00
PAPSR	paps[c] + trdrd[c]  -> 2 h[c] + pap[c] + so3[c] + trdox[c] 	(b2762)	  0.00	1000.00	  0.00
PASYN_EC	glyc3p[c] + 0.14 hdeACP[c] + 0.04 myrsACP[c] + octeACP[c] + 0.72 palmACP[c] + 0.1 tdeACP[c]  -> 2 ACP[c] + 0.02 pa_EC[c] 	((b3018) and (b4041))	  0.00	1000.00	  0.00
PDH	coa[c] + nad[c] + pyr[c]  -> accoa[c] + co2[c] + nadh[c] 	((b0114) and (b0116) and (b0115))	  0.00	1000.00	  0.00
PDX5PO	o2[c] + pdx5p[c]  <=> h2o2[c] + pydx5p[c] 	(b1638)	-1000.00	1000.00	  0.00
PDX5PS	dxyl5p[c] + nad[c] + phthr[c]  -> co2[c] + 2 h2o[c] + h[c] + nadh[c] + pdx5p[c] + pi[c] 	((b2564) and (b0052))	  0.00	1000.00	  0.00
PDXPP	h2o[c] + pdx5p[c]  -> pi[c] + pydxn[c] 		  0.00	1000.00	  0.00
PEAMNO	h2o[c] + o2[c] + peamn[c]  -> h2o2[c] + nh4[c] + pacald[c] 	(b1386)	  0.00	1000.00	  0.00
PEPT_EC	cmp[c] + h[c] + 0.02 pe_EC[c]  <=> 0.02 12dgr_EC[c] + cdpea[c] 		-1000.00	1000.00	  0.00
PERD	4per[c] + nad[c]  <=> h[c] + nadh[c] + ohpb[c] 	(b2320)	-1000.00	1000.00	  0.00
PFK	atp[c] + f6p[c]  -> adp[c] + fdp[c] + h[c] 	((b3916) or (b1723))	  0.00	1000.00	  0.00
PFK_2	atp[c] + tag6p_DASH_D[c]  -> adp[c] + h[c] + tagdp_DASH_D[c] 	((b2168) or (b1723) or ((b3137) and (b3132)))	  0.00	1000.00	  0.00
PFL	coa[c] + pyr[c]  -> accoa[c] + for[c] 	(((b3951) and (b3952)) or ((b0902) and (b0903)) or (b3114))	  0.00	1000.00	  0.00
PGAMT	gam1p[c]  <=> gam6p[c] 	(b3176)	-1000.00	1000.00	  0.00
PGCD	3pg[c] + nad[c]  -> 3php[c] + h[c] + nadh[c] 	(b2913)	  0.00	1000.00	  0.00
PGI	g6p[c]  <=> f6p[c] 	(b4025)	-1000.00	1000.00	  0.00
PGK	3pg[c] + atp[c]  <=> 13dpg[c] + adp[c] 	(b2926)	-1000.00	1000.00	  0.00
PGL	6pgl[c] + h2o[c]  -> 6pgc[c] + h[c] 		  0.00	1000.00	  0.00
PGLYCP	2pglyc[c] + h2o[c]  -> glyclt[c] + pi[c] 	(b3385)	  0.00	1000.00	  0.00
PGM	2pg[c]  <=> 3pg[c] 	((b0755) or (b4395) or (b3612))	-1000.00	1000.00	  0.00
PGMT	g1p[c]  <=> g6p[c] 	((b0688) or (b2690))	-1000.00	1000.00	  0.00
